"Company";"Company_Old";"NAIC";"Plan";"State";"Area";"Zip_Lookup_Code";"Gender";"T/NT";"Couple_Fac";"Eff_Date";"Rate_Type";"Age_For_Sorting";"Lowest_Rate?";"Highest_Rate?";"Age";"Monthly_Rate";"Quarterly_Rate";"Semi-Annual_Rate";"Annual_Rate";"Policy Fee";"Household Discount"
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";82.00;"Y";"N";"82";185.68;590.69;1159.08;2229.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";83.00;"Y";"N";"83";188.17;598.64;1174.68;2259.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";84.00;"Y";"N";"84";190.42;605.79;1188.72;2286.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";85.00;"Y";"N";"85";192.67;612.95;1202.76;2313.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";86.00;"Y";"N";"86";194.84;619.84;1216.28;2339.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";87.00;"Y";"N";"87";196.75;625.93;1228.24;2362.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";88.00;"Y";"N";"88";198.75;632.29;1240.72;2386.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";89.00;"Y";"N";"89";200.75;638.65;1253.20;2410.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";90.00;"Y";"N";"90";202.34;643.69;1263.08;2429.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";91.00;"Y";"N";"91";204.17;649.52;1274.52;2451.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";92.00;"Y";"N";"92";205.83;654.82;1284.92;2471.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";93.00;"Y";"N";"93";207.33;659.59;1294.28;2489.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";94.00;"Y";"N";"94";208.50;663.30;1301.56;2503.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";95.00;"Y";"N";"95";209.75;667.27;1309.36;2518.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";96.00;"Y";"N";"96";210.92;670.98;1316.64;2532.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";97.00;"Y";"N";"97";212.17;674.96;1324.44;2547.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";98.00;"Y";"N";"98";213.50;679.20;1332.76;2563.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";99.00;"Y";"N";"99";214.58;682.64;1339.52;2576.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";1;31107.00;"Male";"Tobacco";"";"10/1/2018";"Attained Age";100.00;"Y";"N";"100";214.58;682.64;1339.52;2576.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";65.00;"N";"Y";"65";115.12;366.23;718.64;1382.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";66.00;"N";"Y";"66";115.12;366.23;718.64;1382.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";67.00;"N";"Y";"67";115.12;366.23;718.64;1382.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";68.00;"N";"Y";"68";120.12;382.13;749.84;1442.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";69.00;"N";"Y";"69";125.37;398.83;782.60;1505.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";70.00;"N";"Y";"70";130.36;414.73;813.80;1565.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";71.00;"N";"Y";"71";135.36;430.63;845.00;1625.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";72.00;"N";"Y";"72";140.11;445.73;874.64;1682.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";73.00;"N";"Y";"73";144.53;459.78;902.20;1735.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";74.00;"N";"Y";"74";148.86;473.56;929.24;1787.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";75.00;"N";"Y";"75";152.44;484.95;951.60;1830.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";76.00;"N";"Y";"76";156.02;496.35;973.96;1873.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";77.00;"N";"Y";"77";159.27;506.68;994.24;1912.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";78.00;"N";"Y";"78";162.27;516.22;1012.96;1948.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";79.00;"N";"Y";"79";165.27;525.76;1031.68;1984.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";80.00;"N";"Y";"80";167.85;533.98;1047.80;2015.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";81.00;"N";"Y";"81";170.18;541.40;1062.36;2043.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";82.00;"N";"Y";"82";172.35;548.29;1075.88;2069.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";83.00;"N";"Y";"83";174.85;556.24;1091.48;2099.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";84.00;"N";"Y";"84";177.01;563.13;1105.00;2125.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";85.00;"N";"Y";"85";179.01;569.49;1117.48;2149.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";86.00;"N";"Y";"86";181.09;576.11;1130.48;2174.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";87.00;"N";"Y";"87";182.84;581.68;1141.40;2195.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";88.00;"N";"Y";"88";184.68;587.51;1152.84;2217.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";89.00;"N";"Y";"89";186.59;593.60;1164.80;2240.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";90.00;"N";"Y";"90";188.01;598.11;1173.64;2257.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";91.00;"N";"Y";"91";189.67;603.41;1184.04;2277.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";92.00;"N";"Y";"92";191.01;607.65;1192.36;2293.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";93.00;"N";"Y";"93";192.34;611.89;1200.68;2309.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";94.00;"N";"Y";"94";193.84;616.66;1210.04;2327.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";95.00;"N";"Y";"95";194.84;619.84;1216.28;2339.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";96.00;"N";"Y";"96";196.17;624.08;1224.60;2355.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";97.00;"N";"Y";"97";197.17;627.26;1230.84;2367.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";98.00;"N";"Y";"98";198.25;630.70;1237.60;2380.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";99.00;"N";"Y";"99";199.59;634.94;1245.92;2396.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Non-Tobacco";"";"10/1/2018";"Attained Age";100.00;"N";"Y";"100";199.59;634.94;1245.92;2396.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";65.00;"N";"Y";"65";128.03;407.31;799.24;1537.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";66.00;"N";"Y";"66";128.03;407.31;799.24;1537.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";67.00;"N";"Y";"67";128.03;407.31;799.24;1537.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";68.00;"N";"Y";"68";133.28;424.00;832.00;1600.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";69.00;"N";"Y";"69";139.36;443.35;869.96;1673.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";70.00;"N";"Y";"70";144.86;460.84;904.28;1739.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";71.00;"N";"Y";"71";150.36;478.33;938.60;1805.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";72.00;"N";"Y";"72";155.69;495.29;971.88;1869.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";73.00;"N";"Y";"73";160.44;510.39;1001.52;1926.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";74.00;"N";"Y";"74";165.27;525.76;1031.68;1984.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";75.00;"N";"Y";"75";169.35;538.75;1057.16;2033.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";76.00;"N";"Y";"76";173.18;550.94;1081.08;2079.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";77.00;"N";"Y";"77";177.01;563.13;1105.00;2125.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";78.00;"N";"Y";"78";180.34;573.73;1125.80;2165.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";79.00;"N";"Y";"79";183.68;584.33;1146.60;2205.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";80.00;"N";"Y";"80";186.59;593.60;1164.80;2240.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";81.00;"N";"Y";"81";189.17;601.82;1180.92;2271.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";82.00;"N";"Y";"82";191.76;610.03;1197.04;2302.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";83.00;"N";"Y";"83";194.17;617.72;1212.12;2331.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";84.00;"N";"Y";"84";196.59;625.40;1227.20;2360.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";85.00;"N";"Y";"85";198.75;632.29;1240.72;2386.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";86.00;"N";"Y";"86";201.17;639.98;1255.80;2415.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";87.00;"N";"Y";"87";203.17;646.34;1268.28;2439.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";88.00;"N";"Y";"88";205.33;653.23;1281.80;2465.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";89.00;"N";"Y";"89";207.17;659.06;1293.24;2487.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";90.00;"N";"Y";"90";209.33;665.95;1306.76;2513.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";91.00;"N";"Y";"91";210.83;670.72;1316.12;2531.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";92.00;"N";"Y";"92";212.50;676.02;1326.52;2551.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";93.00;"N";"Y";"93";213.83;680.26;1334.84;2567.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";94.00;"N";"Y";"94";215.33;685.03;1344.20;2585.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";95.00;"N";"Y";"95";216.58;689.00;1352.00;2600.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";96.00;"N";"Y";"96";217.66;692.45;1358.76;2613.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";97.00;"N";"Y";"97";219.25;697.48;1368.64;2632.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";98.00;"N";"Y";"98";220.41;701.19;1375.92;2646.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";99.00;"N";"Y";"99";221.74;705.43;1384.24;2662.00;"$20";
"American Continental Insurance Company (Aetna)";"American Continental";12321.00;"A";"NM";2;31106.00;"Female";"Tobacco";"";"10/1/2018";"Attained Age";100.00;"N";"Y";"100";221.74;705.43;1384.24;2662.00;"$20";
